geometry,Lx,D,geometry_id,rx,rz,material
spheroid,,,spheroid_rx_8.477_rz_5.457,8.477,5.0,
spheroid,,,spheroid_rx_5.616_rz_7.618,5.6160000000000005,7.0,
spheroid,,,spheroid_rx_4.443_rz_3.686,4.4430000000000005,3.0,
spheroid,,,spheroid_rx_5.473_rz_1.09,5.473,1.0,
spheroid,,,spheroid_rx_7.245_rz_6.855,7.245,6.0,
spheroid,,,spheroid_rx_0.569_rz_3.336,0.569,3.0,
spheroid,,,spheroid_rx_5.168_rz_9.183,5.167999999999998,9.0,
spheroid,,,spheroid_rx_5.731_rz_0.557,5.731,0.0,
spheroid,,,spheroid_rx_6.056_rz_5.283,6.056,5.0,
spheroid,,,spheroid_rx_4.499_rz_4.567,4.499,4.0,
spheroid,,,spheroid_rx_6.11_rz_0.31,6.11,0.0,
spheroid,,,spheroid_rx_8.322_rz_5.696,8.322000000000001,5.0,
spheroid,,,spheroid_rx_8.361_rz_9.453,8.361,9.0,
spheroid,,,spheroid_rx_1.474_rz_4.081,1.474,4.0,
spheroid,,,spheroid_rx_7.415_rz_7.269,7.415,7.0,
spheroid,,,spheroid_rx_0.642_rz_5.106,0.642,5.0,
spheroid,,,spheroid_rx_8.477_rz_1.55,8.477,1.0,
spheroid,,,spheroid_rx_3.129_rz_8.656,3.1289999999999996,8.0,
spheroid,,,spheroid_rx_7.904_rz_8.068,7.904,8.0,
spheroid,,,spheroid_rx_7.542_rz_3.383,7.5420000000000025,3.0,
spheroid,,,spheroid_rx_6.013_rz_5.293,6.013,5.0,
spheroid,,,spheroid_rx_1.903_rz_9.361,1.903,9.0,
spheroid,,,spheroid_rx_7.116_rz_3.678,7.1160000000000005,3.0,
spheroid,,,spheroid_rx_4.215_rz_8.546,4.215,8.0,
spheroid,,,spheroid_rx_9.363_rz_7.979,9.363,7.0,
spheroid,,,spheroid_rx_6.446_rz_8.631,6.4460000000000015,8.0,
spheroid,,,spheroid_rx_0.908_rz_8.162,0.908,8.0,
spheroid,,,spheroid_rx_8.219_rz_6.178,8.219,6.0,
spheroid,,,spheroid_rx_8.98_rz_6.274,8.98,6.0,
spheroid,,,spheroid_rx_3.904_rz_4.739,3.904,4.0,
spheroid,,,spheroid_rx_6.498_rz_1.554,6.4979999999999976,1.0,
spheroid,,,spheroid_rx_2.804_rz_4.365,2.804,4.0,
spheroid,,,spheroid_rx_5.323_rz_6.369,5.323,6.0,
spheroid,,,spheroid_rx_2.76_rz_4.869,2.76,4.0,
spheroid,,,spheroid_rx_1.718_rz_9.189,1.7180000000000002,9.0,
spheroid,,,spheroid_rx_9.72_rz_1.362,9.72,1.0,
spheroid,,,spheroid_rx_5.842_rz_9.992,5.8420000000000005,9.0,
spheroid,,,spheroid_rx_4.696_rz_8.049,4.6960000000000015,8.0,
spheroid,,,spheroid_rx_5.115_rz_0.154,5.115,0.0,
spheroid,,,spheroid_rx_6.688_rz_3.925,6.688,3.0,
spheroid,,,spheroid_rx_2.934_rz_2.319,2.934,2.0,
spheroid,,,spheroid_rx_9.009_rz_5.91,9.009,5.0,
spheroid,,,spheroid_rx_6.158_rz_9.261,6.158,9.0,
spheroid,,,spheroid_rx_9.57_rz_1.703,9.57,1.0,
spheroid,,,spheroid_rx_8.882_rz_3.231,8.882,3.0,
spheroid,,,spheroid_rx_5.831_rz_1.605,5.831,1.0,
spheroid,,,spheroid_rx_8.473_rz_2.2,8.472999999999999,2.0,
spheroid,,,spheroid_rx_5.293_rz_2.744,5.292999999999998,2.0,
spheroid,,,spheroid_rx_7.632_rz_7.412,7.6320000000000014,7.0,
spheroid,,,spheroid_rx_7.089_rz_1.578,7.0889999999999995,1.0,
spheroid,,,spheroid_rx_2.818_rz_9.0,2.818,9.0,
spheroid,,,spheroid_rx_5.238_rz_1.447,5.2379999999999995,1.0,
spheroid,,,spheroid_rx_4.32_rz_6.098,4.32,6.0,
spheroid,,,spheroid_rx_9.511_rz_3.99,9.511000000000001,3.0,
spheroid,,,spheroid_rx_6.577_rz_4.596,6.577000000000001,4.0,
spheroid,,,spheroid_rx_7.434_rz_1.943,7.434,1.0,
spheroid,,,spheroid_rx_3.684_rz_0.65,3.684,0.0,
spheroid,,,spheroid_rx_8.501_rz_2.0,8.501,2.0,
spheroid,,,spheroid_rx_0.389_rz_7.255,0.389,7.0,
spheroid,,,spheroid_rx_4.849_rz_6.788,4.849,6.0,
spheroid,,,spheroid_rx_4.421_rz_2.382,4.421,2.0,
spheroid,,,spheroid_rx_0.359_rz_3.621,0.359,3.0,
spheroid,,,spheroid_rx_7.876_rz_9.457,7.876,9.0,
spheroid,,,spheroid_rx_9.29_rz_5.326,9.29,5.0,
spheroid,,,spheroid_rx_1.473_rz_9.134,1.473,9.0,
spheroid,,,spheroid_rx_6.637_rz_4.994,6.6370000000000005,4.0,
spheroid,,,spheroid_rx_3.212_rz_6.523,3.212,6.0,
spheroid,,,spheroid_rx_1.401_rz_2.668,1.401,2.0,
spheroid,,,spheroid_rx_1.681_rz_6.574,1.681,6.0,
spheroid,,,spheroid_rx_8.754_rz_4.448,8.754,4.0,
spheroid,,,spheroid_rx_0.705_rz_6.579,0.705,6.0,
spheroid,,,spheroid_rx_5.613_rz_7.837,5.6129999999999995,7.0,
spheroid,,,spheroid_rx_4.818_rz_5.72,4.8180000000000005,5.0,
spheroid,,,spheroid_rx_2.223_rz_0.4,2.2230000000000003,0.0,
spheroid,,,spheroid_rx_1.346_rz_5.674,1.346,5.0,
spheroid,,,spheroid_rx_0.555_rz_6.205,0.555,6.0,
spheroid,,,spheroid_rx_7.657_rz_0.123,7.657,0.0,
spheroid,,,spheroid_rx_3.969_rz_9.491,3.969,9.0,
spheroid,,,spheroid_rx_7.157_rz_6.962,7.157,6.0,
spheroid,,,spheroid_rx_3.09_rz_3.159,3.09,3.0,
spheroid,,,spheroid_rx_3.676_rz_8.332,3.676,8.0,
spheroid,,,spheroid_rx_0.893_rz_9.177,0.893,9.0,
spheroid,,,spheroid_rx_2.122_rz_4.188,2.122,4.0,
spheroid,,,spheroid_rx_8.531_rz_8.214,8.531,8.0,
spheroid,,,spheroid_rx_6.419_rz_1.361,6.419,1.0,
spheroid,,,spheroid_rx_0.185_rz_3.078,0.185,3.0,
spheroid,,,spheroid_rx_4.814_rz_9.961,4.814,9.0,
spheroid,,,spheroid_rx_2.277_rz_8.347,2.2769999999999997,8.0,
spheroid,,,spheroid_rx_9.305_rz_4.897,9.305,4.0,
spheroid,,,spheroid_rx_4.298_rz_7.733,4.298,7.0,
spheroid,,,spheroid_rx_8.757_rz_8.293,8.757,8.0,
spheroid,,,spheroid_rx_1.643_rz_7.748,1.643,7.0,
spheroid,,,spheroid_rx_0.407_rz_9.952,0.407,9.0,
spheroid,,,spheroid_rx_0.587_rz_8.311,0.5870000000000001,8.0,
spheroid,,,spheroid_rx_8.979_rz_7.41,8.979,7.0,
spheroid,,,spheroid_rx_4.825_rz_9.216,4.825,9.0,
spheroid,,,spheroid_rx_1.443_rz_9.324,1.443,9.0,
spheroid,,,spheroid_rx_7.124_rz_2.308,7.124,2.0,
spheroid,,,spheroid_rx_8.241_rz_1.531,8.241,1.0,
spheroid,,,spheroid_rx_9.661_rz_6.773,9.661,6.0,
spheroid,,,spheroid_rx_1.786_rz_7.864,1.786,7.0,
spheroid,,,spheroid_rx_0.797_rz_4.553,0.797,4.0,
spheroid,,,spheroid_rx_5.275_rz_1.806,5.275,1.0,
spheroid,,,spheroid_rx_7.429_rz_2.846,7.4289999999999985,2.0,
spheroid,,,spheroid_rx_3.381_rz_9.104,3.381,9.0,
spheroid,,,spheroid_rx_9.788_rz_5.623,9.788,5.0,
spheroid,,,spheroid_rx_5.316_rz_7.338,5.316,7.0,
spheroid,,,spheroid_rx_6.177_rz_3.725,6.1770000000000005,3.0,
spheroid,,,spheroid_rx_0.298_rz_9.23,0.298,9.0,
spheroid,,,spheroid_rx_4.133_rz_9.931,4.133,9.0,
spheroid,,,spheroid_rx_5.463_rz_1.949,5.462999999999999,1.0,
spheroid,,,spheroid_rx_7.36_rz_7.133,7.36,7.0,
spheroid,,,spheroid_rx_4.718_rz_0.648,4.718,0.0,
spheroid,,,spheroid_rx_5.425_rz_5.644,5.425,5.0,
spheroid,,,spheroid_rx_2.394_rz_2.334,2.394,2.0,
spheroid,,,spheroid_rx_3.912_rz_8.12,3.912,8.0,
spheroid,,,spheroid_rx_8.153_rz_2.888,8.152999999999999,2.0,
spheroid,,,spheroid_rx_7.026_rz_5.265,7.026,5.0,
spheroid,,,spheroid_rx_9.086_rz_7.193,9.086,7.0,
spheroid,,,spheroid_rx_9.966_rz_8.785,9.966000000000001,8.0,
spheroid,,,spheroid_rx_0.693_rz_5.882,0.693,5.0,
spheroid,,,spheroid_rx_6.14_rz_7.244,6.14,7.0,
spheroid,,,spheroid_rx_3.537_rz_0.653,3.537,0.0,
spheroid,,,spheroid_rx_6.685_rz_3.62,6.685,3.0,
spheroid,,,spheroid_rx_8.231_rz_5.081,8.231,5.0,
spheroid,,,spheroid_rx_8.099_rz_6.425,8.099,6.0,
spheroid,,,spheroid_rx_2.164_rz_1.432,2.164,1.0,
spheroid,,,spheroid_rx_7.298_rz_7.471,7.297999999999999,7.0,
spheroid,,,spheroid_rx_5.198_rz_2.094,5.198,2.0,
spheroid,,,spheroid_rx_8.529_rz_2.064,8.529,2.0,
spheroid,,,spheroid_rx_9.316_rz_6.945,9.316,6.0,
spheroid,,,spheroid_rx_6.56_rz_3.483,6.56,3.0,
spheroid,,,spheroid_rx_2.535_rz_8.159,2.535,8.0,
spheroid,,,spheroid_rx_6.808_rz_3.227,6.808,3.0,
spheroid,,,spheroid_rx_6.059_rz_7.52,6.059,7.0,
spheroid,,,spheroid_rx_5.694_rz_8.737,5.694,8.0,
spheroid,,,spheroid_rx_6.353_rz_6.331,6.353,6.0,
spheroid,,,spheroid_rx_0.743_rz_3.819,0.743,3.0,
spheroid,,,spheroid_rx_0.848_rz_1.196,0.848,1.0,
spheroid,,,spheroid_rx_1.021_rz_8.38,1.021,8.0,
spheroid,,,spheroid_rx_1.117_rz_2.355,1.117,2.0,
spheroid,,,spheroid_rx_4.135_rz_7.216,4.135,7.0,
spheroid,,,spheroid_rx_8.781_rz_9.893,8.781,9.0,
spheroid,,,spheroid_rx_0.343_rz_8.379,0.34299999999999997,8.0,
spheroid,,,spheroid_rx_0.828_rz_1.361,0.828,1.0,
spheroid,,,spheroid_rx_8.658_rz_6.882,8.658,6.0,
spheroid,,,spheroid_rx_5.443_rz_8.405,5.443,8.0,
spheroid,,,spheroid_rx_9.5_rz_1.105,9.5,1.0,
spheroid,,,spheroid_rx_6.692_rz_5.531,6.692,5.0,
spheroid,,,spheroid_rx_1.503_rz_4.888,1.5030000000000001,4.0,
spheroid,,,spheroid_rx_7.528_rz_5.722,7.528,5.0,
spheroid,,,spheroid_rx_0.927_rz_5.811,0.927,5.0,
spheroid,,,spheroid_rx_8.938_rz_8.919,8.937999999999997,8.0,
spheroid,,,spheroid_rx_5.515_rz_0.441,5.515,0.0,
spheroid,,,spheroid_rx_4.311_rz_0.019,4.311,0.0,
spheroid,,,spheroid_rx_2.877_rz_5.648,2.877,5.0,
spheroid,,,spheroid_rx_1.195_rz_2.244,1.195,2.0,
spheroid,,,spheroid_rx_1.31_rz_4.807,1.31,4.0,
spheroid,,,spheroid_rx_9.736_rz_6.756,9.736,6.0,
spheroid,,,spheroid_rx_4.816_rz_1.591,4.816,1.0,
spheroid,,,spheroid_rx_1.24_rz_1.505,1.24,1.0,
spheroid,,,spheroid_rx_7.911_rz_5.51,7.9110000000000005,5.0,
spheroid,,,spheroid_rx_8.25_rz_4.547,8.25,4.0,
spheroid,,,spheroid_rx_8.569_rz_0.98,8.568999999999999,0.0,
spheroid,,,spheroid_rx_7.832_rz_8.143,7.832000000000002,8.0,
spheroid,,,spheroid_rx_9.999_rz_9.994,9.999,9.0,
spheroid,,,spheroid_rx_2.012_rz_5.263,2.012,5.0,
spheroid,,,spheroid_rx_8.728_rz_3.684,8.728,3.0,
spheroid,,,spheroid_rx_0.271_rz_6.757,0.271,6.0,
spheroid,,,spheroid_rx_7.603_rz_5.005,7.603,5.0,
spheroid,,,spheroid_rx_9.164_rz_1.756,9.164,1.0,
spheroid,,,spheroid_rx_6.336_rz_2.224,6.336,2.0,
spheroid,,,spheroid_rx_6.748_rz_4.229,6.7479999999999976,4.0,
spheroid,,,spheroid_rx_3.827_rz_5.309,3.827,5.0,
spheroid,,,spheroid_rx_7.454_rz_1.901,7.454,1.0,
spheroid,,,spheroid_rx_7.031_rz_7.423,7.0310000000000015,7.0,
spheroid,,,spheroid_rx_0.721_rz_6.7,0.721,6.0,
spheroid,,,spheroid_rx_8.375_rz_6.23,8.375,6.0,
spheroid,,,spheroid_rx_1.254_rz_0.336,1.254,0.0,
spheroid,,,spheroid_rx_8.955_rz_2.244,8.955,2.0,
spheroid,,,spheroid_rx_1.317_rz_4.828,1.317,4.0,
spheroid,,,spheroid_rx_0.745_rz_5.106,0.745,5.0,
spheroid,,,spheroid_rx_9.267_rz_7.367,9.267,7.0,
spheroid,,,spheroid_rx_9.634_rz_4.335,9.634,4.0,
spheroid,,,spheroid_rx_9.916_rz_7.689,9.916,7.0,
spheroid,,,spheroid_rx_4.612_rz_0.086,4.612,0.0,
spheroid,,,spheroid_rx_7.93_rz_5.318,7.93,5.0,
spheroid,,,spheroid_rx_8.138_rz_2.821,8.138,2.0,
spheroid,,,spheroid_rx_0.5_rz_8.959,0.5,8.0,
spheroid,,,spheroid_rx_4.789_rz_6.621,4.789,6.0,
spheroid,,,spheroid_rx_1.365_rz_3.058,1.365,3.0,
spheroid,,,spheroid_rx_1.644_rz_9.981,1.6440000000000001,9.0,
spheroid,,,spheroid_rx_6.788_rz_7.492,6.7879999999999985,7.0,
spheroid,,,spheroid_rx_2.943_rz_7.817,2.943,7.0,
spheroid,,,spheroid_rx_5.536_rz_7.153,5.5360000000000005,7.0,
spheroid,,,spheroid_rx_8.848_rz_5.887,8.847999999999997,5.0,
spheroid,,,spheroid_rx_8.217_rz_1.202,8.217,1.0,
spheroid,,,spheroid_rx_9.411_rz_9.036,9.411,9.0,
spheroid,,,spheroid_rx_1.551_rz_9.946,1.551,9.0,
spheroid,,,spheroid_rx_6.531_rz_8.201,6.5310000000000015,8.0,
spheroid,,,spheroid_rx_9.934_rz_5.019,9.934,5.0,
spheroid,,,spheroid_rx_8.509_rz_4.406,8.509,4.0,
spheroid,,,spheroid_rx_3.158_rz_8.295,3.158,8.0,
spheroid,,,spheroid_rx_3.747_rz_0.7,3.747,0.0,
spheroid,,,spheroid_rx_2.46_rz_2.628,2.46,2.0,
spheroid,,,spheroid_rx_5.341_rz_4.157,5.341,4.0,
spheroid,,,spheroid_rx_3.072_rz_3.289,3.072,3.0,
spheroid,,,spheroid_rx_3.857_rz_3.602,3.8569999999999998,3.0,
spheroid,,,spheroid_rx_5.654_rz_2.555,5.654,2.0,
spheroid,,,spheroid_rx_5.306_rz_4.718,5.306,4.0,
spheroid,,,spheroid_rx_7.6_rz_6.539,7.6,6.0,
spheroid,,,spheroid_rx_8.61_rz_5.39,8.61,5.0,
spheroid,,,spheroid_rx_0.518_rz_1.096,0.518,1.0,
spheroid,,,spheroid_rx_0.79_rz_6.697,0.79,6.0,
spheroid,,,spheroid_rx_8.958_rz_6.685,8.958,6.0,
spheroid,,,spheroid_rx_2.115_rz_7.462,2.115,7.0,
spheroid,,,spheroid_rx_8.888_rz_0.75,8.888,0.0,
spheroid,,,spheroid_rx_4.013_rz_0.757,4.013,0.0,
spheroid,,,spheroid_rx_3.787_rz_4.626,3.787,4.0,
spheroid,,,spheroid_rx_9.202_rz_2.059,9.202,2.0,
spheroid,,,spheroid_rx_5.613_rz_9.556,5.613,9.0,
spheroid,,,spheroid_rx_6.873_rz_3.086,6.8729999999999976,3.0,
spheroid,,,spheroid_rx_9.808_rz_2.118,9.808,2.0,
spheroid,,,spheroid_rx_3.761_rz_8.34,3.761,8.0,
spheroid,,,spheroid_rx_8.848_rz_8.471,8.847999999999997,8.0,
spheroid,,,spheroid_rx_6.707_rz_2.064,6.7070000000000025,2.0,
spheroid,,,spheroid_rx_4.545_rz_7.024,4.545,7.0,
spheroid,,,spheroid_rx_4.131_rz_3.684,4.131,3.0,
spheroid,,,spheroid_rx_8.737_rz_1.712,8.737,1.0,
spheroid,,,spheroid_rx_6.526_rz_7.454,6.526,7.0,
spheroid,,,spheroid_rx_1.32_rz_0.883,1.32,0.0,
spheroid,,,spheroid_rx_2.873_rz_2.051,2.873,2.0,
spheroid,,,spheroid_rx_4.746_rz_7.771,4.746,7.0,
spheroid,,,spheroid_rx_6.895_rz_6.024,6.895,6.0,
spheroid,,,spheroid_rx_7.424_rz_8.083,7.423999999999999,8.0,
spheroid,,,spheroid_rx_0.639_rz_4.549,0.639,4.0,
spheroid,,,spheroid_rx_1.317_rz_6.332,1.317,6.0,
spheroid,,,spheroid_rx_2.659_rz_9.32,2.659,9.0,
spheroid,,,spheroid_rx_9.045_rz_5.188,9.045,5.0,
spheroid,,,spheroid_rx_9.14_rz_4.468,9.14,4.0,
spheroid,,,spheroid_rx_4.98_rz_9.83,4.98,9.0,
spheroid,,,spheroid_rx_5.862_rz_7.626,5.862,7.0,
spheroid,,,spheroid_rx_5.461_rz_7.179,5.461,7.0,
spheroid,,,spheroid_rx_4.175_rz_7.684,4.175,7.0,
spheroid,,,spheroid_rx_1.448_rz_6.931,1.4480000000000002,6.0,
spheroid,,,spheroid_rx_9.421_rz_6.37,9.421,6.0,
spheroid,,,spheroid_rx_9.693_rz_3.135,9.693,3.0,
spheroid,,,spheroid_rx_9.174_rz_9.165,9.174,9.0,
spheroid,,,spheroid_rx_5.336_rz_8.784,5.336,8.0,
spheroid,,,spheroid_rx_6.159_rz_4.15,6.159,4.0,
spheroid,,,spheroid_rx_3.859_rz_2.668,3.859,2.0,
spheroid,,,spheroid_rx_7.274_rz_3.121,7.274,3.0,
spheroid,,,spheroid_rx_6.237_rz_4.709,6.237,4.0,
spheroid,,,spheroid_rx_0.136_rz_8.519,0.136,8.0,
spheroid,,,spheroid_rx_5.349_rz_2.609,5.349,2.0,
spheroid,,,spheroid_rx_7.296_rz_4.417,7.296,4.0,
spheroid,,,spheroid_rx_3.603_rz_1.672,3.603,1.0,
spheroid,,,spheroid_rx_9.581_rz_9.643,9.581,9.0,
spheroid,,,spheroid_rx_7.212_rz_2.292,7.2120000000000015,2.0,
spheroid,,,spheroid_rx_2.059_rz_3.387,2.059,3.0,
spheroid,,,spheroid_rx_7.412_rz_5.954,7.412000000000001,5.0,
spheroid,,,spheroid_rx_0.738_rz_2.327,0.738,2.0,
spheroid,,,spheroid_rx_9.635_rz_8.178,9.635,8.0,
spheroid,,,spheroid_rx_2.513_rz_7.545,2.513,7.0,
spheroid,,,spheroid_rx_5.191_rz_3.246,5.191,3.0,
spheroid,,,spheroid_rx_5.234_rz_7.968,5.234,7.0,
spheroid,,,spheroid_rx_4.324_rz_3.402,4.324,3.0,
spheroid,,,spheroid_rx_1.273_rz_3.725,1.273,3.0,
spheroid,,,spheroid_rx_2.038_rz_7.095,2.0380000000000003,7.0,
spheroid,,,spheroid_rx_7.452_rz_2.424,7.452000000000001,2.0,
spheroid,,,spheroid_rx_4.632_rz_7.108,4.632,7.0,
spheroid,,,spheroid_rx_0.104_rz_6.052,0.10400000000000001,6.0,
spheroid,,,spheroid_rx_0.55_rz_4.896,0.55,4.0,
spheroid,,,spheroid_rx_3.31_rz_5.99,3.31,5.0,
spheroid,,,spheroid_rx_8.583_rz_2.78,8.583,2.0,
spheroid,,,spheroid_rx_1.443_rz_2.101,1.443,2.0,
spheroid,,,spheroid_rx_3.489_rz_4.926,3.489,4.0,
spheroid,,,spheroid_rx_9.25_rz_5.234,9.25,5.0,
spheroid,,,spheroid_rx_3.407_rz_9.259,3.407,9.0,
spheroid,,,spheroid_rx_0.032_rz_1.782,0.032,1.0,
spheroid,,,spheroid_rx_0.988_rz_0.31,0.988,0.0,
spheroid,,,spheroid_rx_8.809_rz_9.731,8.809,9.0,
spheroid,,,spheroid_rx_7.215_rz_6.99,7.215,6.0,
spheroid,,,spheroid_rx_3.19_rz_3.754,3.19,3.0,
spheroid,,,spheroid_rx_7.681_rz_4.112,7.681,4.0,
spheroid,,,spheroid_rx_3.509_rz_2.918,3.509,2.0,
spheroid,,,spheroid_rx_4.836_rz_7.586,4.836,7.0,
spheroid,,,spheroid_rx_7.994_rz_8.965,7.994,8.0,
spheroid,,,spheroid_rx_1.381_rz_3.894,1.381,3.0,
spheroid,,,spheroid_rx_5.77_rz_5.221,5.77,5.0,
spheroid,,,spheroid_rx_9.76_rz_8.37,9.76,8.0,
spheroid,,,spheroid_rx_1.391_rz_6.96,1.391,6.0,
spheroid,,,spheroid_rx_2.552_rz_4.311,2.552,4.0,
spheroid,,,spheroid_rx_7.694_rz_8.707,7.694,8.0,
spheroid,,,spheroid_rx_3.449_rz_9.152,3.449,9.0,
spheroid,,,spheroid_rx_9.841_rz_8.822,9.841000000000001,8.0,
spheroid,,,spheroid_rx_9.779_rz_0.096,9.779,0.0,
spheroid,,,spheroid_rx_0.823_rz_0.547,0.823,0.0,
spheroid,,,spheroid_rx_2.787_rz_6.862,2.787,6.0,
spheroid,,,spheroid_rx_9.717_rz_1.148,9.717,1.0,
spheroid,,,spheroid_rx_5.243_rz_8.043,5.2429999999999986,8.0,
spheroid,,,spheroid_rx_9.988_rz_1.974,9.988,1.0,
spheroid,,,spheroid_rx_6.225_rz_3.121,6.225,3.0,
spheroid,,,spheroid_rx_4.995_rz_7.563,4.995,7.0,
spheroid,,,spheroid_rx_3.644_rz_5.67,3.644,5.0,
spheroid,,,spheroid_rx_4.002_rz_8.026,4.002,8.0,
spheroid,,,spheroid_rx_1.911_rz_7.731,1.911,7.0,
spheroid,,,spheroid_rx_9.799_rz_1.903,9.799,1.0,
spheroid,,,spheroid_rx_7.585_rz_7.025,7.585,7.0,
spheroid,,,spheroid_rx_8.465_rz_8.638,8.465,8.0,
spheroid,,,spheroid_rx_1.557_rz_1.775,1.557,1.0,
spheroid,,,spheroid_rx_1.228_rz_9.581,1.228,9.0,
spheroid,,,spheroid_rx_7.333_rz_4.577,7.332999999999997,4.0,
spheroid,,,spheroid_rx_1.221_rz_4.889,1.2209999999999999,4.0,
spheroid,,,spheroid_rx_0.642_rz_0.42,0.642,0.0,
spheroid,,,spheroid_rx_1.568_rz_8.665,1.568,8.0,
spheroid,,,spheroid_rx_9.18_rz_2.862,9.18,2.0,
spheroid,,,spheroid_rx_4.78_rz_2.835,4.78,2.0,
spheroid,,,spheroid_rx_6.131_rz_8.871,6.131,8.0,
spheroid,,,spheroid_rx_6.507_rz_3.904,6.5070000000000014,3.0,
spheroid,,,spheroid_rx_5.631_rz_7.704,5.631,7.0,
spheroid,,,spheroid_rx_4.669_rz_1.644,4.669,1.0,
spheroid,,,spheroid_rx_8.902_rz_1.016,8.902000000000003,1.0,
spheroid,,,spheroid_rx_2.231_rz_3.103,2.231,3.0,
spheroid,,,spheroid_rx_1.775_rz_1.786,1.775,1.0,
spheroid,,,spheroid_rx_7.04_rz_9.335,7.04,9.0,
spheroid,,,spheroid_rx_9.911_rz_2.349,9.911,2.0,
spheroid,,,spheroid_rx_2.777_rz_7.543,2.7769999999999997,7.0,
spheroid,,,spheroid_rx_0.916_rz_2.861,0.916,2.0,
spheroid,,,spheroid_rx_8.472_rz_6.946,8.472000000000001,6.0,
spheroid,,,spheroid_rx_7.448_rz_4.081,7.447999999999999,4.0,
spheroid,,,spheroid_rx_9.384_rz_2.068,9.384,2.0,
spheroid,,,spheroid_rx_6.764_rz_9.546,6.7639999999999985,9.0,
spheroid,,,spheroid_rx_1.673_rz_1.026,1.673,1.0,
spheroid,,,spheroid_rx_2.421_rz_1.73,2.421,1.0,
spheroid,,,spheroid_rx_5.081_rz_4.549,5.081,4.0,
spheroid,,,spheroid_rx_4.352_rz_4.406,4.352,4.0,
spheroid,,,spheroid_rx_0.188_rz_2.69,0.188,2.0,
spheroid,,,spheroid_rx_9.544_rz_7.955,9.544,7.0,
spheroid,,,spheroid_rx_9.426_rz_7.83,9.426,7.0,
spheroid,,,spheroid_rx_6.86_rz_7.482,6.86,7.0,
spheroid,,,spheroid_rx_9.085_rz_5.055,9.085,5.0,
spheroid,,,spheroid_rx_5.808_rz_7.118,5.808,7.0,
spheroid,,,spheroid_rx_0.226_rz_5.868,0.226,5.0,
spheroid,,,spheroid_rx_0.946_rz_6.829,0.946,6.0,
spheroid,,,spheroid_rx_1.962_rz_7.839,1.962,7.0,
spheroid,,,spheroid_rx_5.421_rz_7.168,5.421,7.0,
spheroid,,,spheroid_rx_8.497_rz_5.721,8.497,5.0,
spheroid,,,spheroid_rx_6.483_rz_9.237,6.483,9.0,
spheroid,,,spheroid_rx_7.398_rz_0.374,7.398,0.0,
spheroid,,,spheroid_rx_8.442_rz_6.158,8.442,6.0,
spheroid,,,spheroid_rx_3.794_rz_7.482,3.7939999999999996,7.0,
spheroid,,,spheroid_rx_1.709_rz_1.693,1.709,1.0,
spheroid,,,spheroid_rx_3.723_rz_6.098,3.7230000000000003,6.0,
spheroid,,,spheroid_rx_1.978_rz_9.763,1.978,9.0,
spheroid,,,spheroid_rx_8.914_rz_6.732,8.914,6.0,
spheroid,,,spheroid_rx_3.008_rz_5.054,3.008,5.0,
spheroid,,,spheroid_rx_7.35_rz_5.104,7.35,5.0,
spheroid,,,spheroid_rx_6.101_rz_0.525,6.101,0.0,
spheroid,,,spheroid_rx_9.542_rz_1.716,9.542,1.0,
spheroid,,,spheroid_rx_3.963_rz_8.778,3.963,8.0,
spheroid,,,spheroid_rx_3.41_rz_9.355,3.41,9.0,
spheroid,,,spheroid_rx_9.643_rz_4.842,9.643,4.0,
spheroid,,,spheroid_rx_5.143_rz_7.494,5.143,7.0,
spheroid,,,spheroid_rx_3.721_rz_5.02,3.721,5.0,
spheroid,,,spheroid_rx_1.03_rz_5.259,1.03,5.0,
spheroid,,,spheroid_rx_7.47_rz_3.397,7.47,3.0,
spheroid,,,spheroid_rx_2.853_rz_1.249,2.853,1.0,
spheroid,,,spheroid_rx_7.775_rz_0.318,7.775,0.0,
spheroid,,,spheroid_rx_8.921_rz_7.927,8.921,7.0,
spheroid,,,spheroid_rx_6.37_rz_4.326,6.37,4.0,
spheroid,,,spheroid_rx_2.555_rz_1.045,2.555,1.0,
spheroid,,,spheroid_rx_4.371_rz_3.805,4.371,3.0,
spheroid,,,spheroid_rx_7.838_rz_0.585,7.837999999999999,0.0,
spheroid,,,spheroid_rx_2.953_rz_6.168,2.9530000000000003,6.0,
spheroid,,,spheroid_rx_3.518_rz_9.325,3.5180000000000002,9.0,
spheroid,,,spheroid_rx_0.069_rz_1.984,0.069,1.0,
spheroid,,,spheroid_rx_0.122_rz_3.815,0.122,3.0,
spheroid,,,spheroid_rx_5.899_rz_1.097,5.899,1.0,
spheroid,,,spheroid_rx_2.669_rz_1.395,2.6689999999999996,1.0,
spheroid,,,spheroid_rx_8.865_rz_8.754,8.865,8.0,
spheroid,,,spheroid_rx_3.855_rz_4.492,3.855,4.0,
spheroid,,,spheroid_rx_3.772_rz_6.019,3.772,6.0,
spheroid,,,spheroid_rx_3.796_rz_8.776,3.7960000000000003,8.0,
spheroid,,,spheroid_rx_3.936_rz_1.814,3.936,1.0,
spheroid,,,spheroid_rx_2.653_rz_5.364,2.653,5.0,
spheroid,,,spheroid_rx_1.693_rz_5.629,1.693,5.0,
spheroid,,,spheroid_rx_3.327_rz_5.12,3.327,5.0,
spheroid,,,spheroid_rx_0.497_rz_5.407,0.4970000000000001,5.0,
